"22040;""2018-06-26 17:05:00"";""구다은"";""35646115777624202081"";""shinhan"";""kr"";""100.161.88.143"""
"22041;""2018-06-26 17:05:00"";""조영록"";""31058248020348353556"";""jeonbuk"";""kr"";""100.162.159.72"""
"22042;""2018-06-26 17:05:00"";""진바다"";""41427201640680343225"";""shinhan"";""kr"";""100.164.115.124"""
"22043;""2018-06-26 17:05:00"";""이회창"";""35823743132232206267"";""citi"";""kr"";""100.164.141.55"""
"22044;""2018-06-26 17:05:00"";""구병수"";""23216382676023766454"";""kookmin"";""kr"";""100.166.73.149"""
"22045;""2018-06-26 17:05:00"";""나희진"";""41223156654154801015"";""kookmin"";""kr"";""100.167.144.66"""
"22046;""2018-06-26 17:05:00"";""원세종"";""25222444755321731686"";""gyungnam"";""kr"";""100.169.100.41"""
"22047;""2018-06-26 17:05:00"";""소명섭"";""18451586730760220718"";""sc"";""kr"";""100.169.53.70"""
"22048;""2018-06-26 17:05:00"";""정의섭"";""42778820040142804644"";""ibk"";""kr"";""100.169.97.55"""
"22049;""2018-06-26 17:05:00"";""문성혜"";""51620407337303554644"";""citi"";""kr"";""100.170.81.10"""
"22050;""2018-06-26 17:05:00"";""탁정준"";""40772068654486716156"";""jeonbuk"";""kr"";""100.171.246.168"""
"22051;""2018-06-26 17:05:00"";""남궁이안"";""35118211622613070410"";""gyungnam"";""kr"";""100.176.92.247"""
"22052;""2018-06-26 17:05:00"";""서지철"";""24446062767022807130"";""sc"";""kr"";""100.178.189.80"""
"22053;""2018-06-26 17:05:00"";""하주경"";""55187614664225704522"";""citi"";""kr"";""100.18.141.210"""
"22054;""2018-06-26 17:05:00"";""최영미"";""74325704131517204306"";""gwangju"";""kr"";""100.185.123.100"""
"22055;""2018-06-26 17:05:00"";""기윤호"";""47477248366611454217"";""shinhan"";""kr"";""100.185.21.63"""
"22056;""2018-06-26 17:05:00"";""권규희"";""66426064805230404540"";""gwangju"";""kr"";""100.185.64.61"""
"22057;""2018-06-26 17:05:00"";""장춘화"";""48457305111813823804"";""woori"";""kr"";""100.185.8.248"""
"22058;""2018-06-26 17:05:00"";""김진아"";""50740153204123271821"";""shinhan"";""kr"";""100.186.125.188"""
"22059;""2018-06-26 17:05:00"";""조명섭"";""48751361033437235665"";""sc"";""kr"";""100.192.203.234"""
"22060;""2018-06-26 17:05:00"";""강정숙"";""87460523377253664343"";""busan"";""kr"";""100.195.187.99"""
"22061;""2018-06-26 17:05:00"";""김민희"";""25475731512216712466"";""gyungnam"";""kr"";""100.197.130.212"""
"22062;""2018-06-26 17:05:00"";""성혜연"";""75184346844670143147"";""woori"";""kr"";""100.199.88.246"""
"22063;""2018-06-26 17:05:00"";""성혜슬"";""42864831447632624351"";""gwangju"";""kr"";""100.20.53.144"""
"22064;""2018-06-26 17:05:00"";""허정순"";""15381656265602166822"";""kookmin"";""kr"";""100.203.130.143"""
"22065;""2018-06-26 17:05:00"";""구소라"";""41684668855036332235"";""woori"";""kr"";""100.203.233.37"""
"22066;""2018-06-26 17:05:00"";""백미르"";""68011841240017443825"";""ibk"";""kr"";""100.206.6.207"""
"22067;""2018-06-26 17:05:00"";""허우진"";""81080225606317400054"";""jeju"";""kr"";""100.207.171.91"""
"22068;""2018-06-26 17:05:00"";""최혜주"";""75188200845680465538"";""shinhan"";""kr"";""100.208.190.181"""
"22069;""2018-06-26 17:05:00"";""기민욱"";""72782356534081630672"";""shinhan"";""kr"";""100.209.58.37"""
"22070;""2018-06-26 17:05:00"";""방홍익"";""33240545432236728740"";""busan"";""kr"";""100.21.43.134"""
"22071;""2018-06-26 17:05:00"";""서선영"";""25348232346410622843"";""shinhan"";""kr"";""100.21.6.210"""
"22072;""2018-06-26 17:05:00"";""유혜민"";""86851625810827682725"";""gwangju"";""kr"";""100.210.63.97"""
"22073;""2018-06-26 17:05:00"";""진은하수"";""10760288437181330341"";""busan"";""kr"";""100.214.5.248"""
"22074;""2018-06-26 17:05:00"";""이선오"";""54561554036117814422"";""nh"";""kr"";""100.217.99.25"""
"22075;""2018-06-26 17:05:00"";""방상재"";""50532127752535022254"";""ibk"";""kr"";""100.218.74.33"""
"22076;""2018-06-26 17:05:00"";""이경진"";""77262533824138230417"";""nh"";""kr"";""100.219.179.157"""
"22077;""2018-06-26 17:05:00"";""심동"";""66355737472401172746"";""woori"";""kr"";""100.22.2.11"""
"22078;""2018-06-26 17:05:00"";""소수지"";""48232263042366811763"";""kookmin"";""kr"";""100.22.46.140"""
"22079;""2018-06-26 17:05:00"";""정연희"";""12006162345881262075"";""gwangju"";""kr"";""100.224.175.215"""
"22080;""2018-06-26 17:05:00"";""남궁희선"";""55466471607826152577"";""daegu"";""kr"";""100.225.221.211"""
"22081;""2018-06-26 17:05:00"";""기마리"";""67478124671885532721"";""sc"";""kr"";""100.229.220.207"""
"22082;""2018-06-26 17:05:00"";""남궁아람"";""47120057444673271428"";""ibk"";""kr"";""100.232.189.107"""
"22083;""2018-06-26 17:05:00"";""김하늬"";""24443517180438566770"";""jeonbuk"";""kr"";""100.234.226.233"""
"22084;""2018-06-26 17:05:00"";""조동현"";""13768226231543820366"";""gyungnam"";""kr"";""100.237.100.87"""
"22085;""2018-06-26 17:05:00"";""탁하늬"";""86810576621353810070"";""gwangju"";""kr"";""100.237.118.88"""
"22086;""2018-06-26 17:05:00"";""최하정"";""76877056738240057380"";""sc"";""kr"";""100.238.245.128"""
"22087;""2018-06-26 17:05:00"";""박홍빈"";""48466730701657412360"";""daegu"";""kr"";""100.238.91.156"""
"22088;""2018-06-26 17:05:00"";""백유람"";""56173611271215675635"";""gwangju"";""kr"";""100.239.166.117"""
"22089;""2018-06-26 17:05:00"";""장윤"";""56464711151501288673"";""citi"";""kr"";""100.239.58.218"""
"22090;""2018-06-26 17:05:00"";""권주용"";""65138241000278652767"";""jeonbuk"";""kr"";""100.240.14.124"""
"22091;""2018-06-26 17:05:00"";""남궁용인"";""25502515767856650444"";""citi"";""kr"";""100.240.18.154"""
"22092;""2018-06-26 17:05:00"";""서진수"";""88086806086462102182"";""busan"";""kr"";""100.242.206.212"""
"22093;""2018-06-26 17:05:00"";""남신욱"";""50751403637473815628"";""citi"";""kr"";""100.243.63.122"""
"22094;""2018-06-26 17:05:00"";""유예원"";""47727726521221223145"";""ibk"";""kr"";""100.246.100.61"""
"22095;""2018-06-26 17:05:00"";""조주린"";""84737101832355718544"";""daegu"";""kr"";""100.249.176.25"""
"22096;""2018-06-26 17:05:00"";""문은준"";""24501633070438745465"";""gyungnam"";""kr"";""100.25.227.242"""
"22097;""2018-06-26 17:05:00"";""나하정"";""51418003457073002045"";""gyungnam"";""kr"";""100.251.115.100"""
"22098;""2018-06-26 17:05:00"";""허재윤"";""70470877514272862551"";""citi"";""kr"";""100.251.22.136"""
"22099;""2018-06-26 17:05:00"";""원해인"";""40547156266645287883"";""ibk"";""kr"";""100.253.30.228"""
"22100;""2018-06-26 17:05:00"";""조해련"";""25482060717472725182"";""gwangju"";""kr"";""100.253.4.113"""
"22101;""2018-06-26 17:05:00"";""고형미"";""82083504431826810787"";""sc"";""kr"";""100.31.130.215"""
"22102;""2018-06-26 17:05:00"";""나혜슬"";""83846270144128454075"";""citi"";""kr"";""100.32.230.166"""
"22103;""2018-06-26 17:05:00"";""남지원"";""45045887332372837280"";""nh"";""kr"";""100.36.95.184"""
"22104;""2018-06-26 17:05:00"";""기윤재"";""58652678583332540413"";""shinhan"";""kr"";""100.4.248.189"""
"22105;""2018-06-26 17:05:00"";""채순철"";""65038715322315763863"";""shinhan"";""kr"";""100.40.40.37"""
"22106;""2018-06-26 17:05:00"";""장준수"";""60017861330587132662"";""sc"";""kr"";""100.42.172.207"""
"22107;""2018-06-26 17:05:00"";""박의찬"";""17843662331500801718"";""shinhan"";""kr"";""100.43.157.199"""
"22108;""2018-06-26 17:05:00"";""권해성"";""22060141638187376012"";""gwangju"";""kr"";""100.44.121.5"""
"22109;""2018-06-26 17:05:00"";""최우빈"";""70523224756882721741"";""ibk"";""kr"";""100.44.233.160"""
"22110;""2018-06-26 17:05:00"";""강승민"";""37341543457382160224"";""citi"";""kr"";""100.49.170.250"""
"22111;""2018-06-26 17:05:00"";""김수종"";""10542426185008458512"";""busan"";""kr"";""100.5.222.188"""
"22112;""2018-06-26 17:05:00"";""강보미"";""54764830788118508155"";""sc"";""kr"";""100.50.221.69"""
"22113;""2018-06-26 17:05:00"";""강용"";""88582137746565253831"";""sc"";""kr"";""100.52.104.166"""
"22114;""2018-06-26 17:05:00"";""홍현숙"";""80060488286542132421"";""jeju"";""kr"";""100.52.154.186"""
"22115;""2018-06-26 17:05:00"";""허병수"";""82754243048153513573"";""busan"";""kr"";""100.52.67.183"""
"22116;""2018-06-26 17:05:00"";""주태연"";""24744754862645608324"";""shinhan"";""kr"";""100.53.28.230"""
"22117;""2018-06-26 17:05:00"";""서하향"";""73624061156825317426"";""citi"";""kr"";""100.53.79.182"""
"22118;""2018-06-26 17:05:00"";""유대경"";""70004052481076522555"";""nh"";""kr"";""100.54.139.33"""
"22119;""2018-06-26 17:05:00"";""소환종"";""76525614683083581544"";""ibk"";""kr"";""100.55.171.13"""
"22120;""2018-06-26 17:05:00"";""탁준호"";""35361250576460827804"";""citi"";""kr"";""100.55.233.125"""
"22121;""2018-06-26 17:05:00"";""남성욱"";""64503763508733745605"";""ibk"";""kr"";""100.6.150.97"""
"22122;""2018-06-26 17:05:00"";""권연이"";""16885182535217535425"";""nh"";""kr"";""100.61.22.93"""
"22123;""2018-06-26 17:05:00"";""강진욱"";""18646557721050804445"";""woori"";""kr"";""100.62.130.46"""
"22124;""2018-06-26 17:05:00"";""주정준"";""17648526142551875173"";""daegu"";""kr"";""100.64.117.251"""
"22125;""2018-06-26 17:05:00"";""원경화"";""10605250672026328407"";""woori"";""kr"";""100.64.214.135"""
"22126;""2018-06-26 17:05:00"";""남승아"";""61281315844037363710"";""busan"";""kr"";""100.67.252.65"""
"22127;""2018-06-26 17:05:00"";""주옥자"";""38264728453615672074"";""gyungnam"";""kr"";""100.70.252.95"""
"22128;""2018-06-26 17:05:00"";""박규혁"";""60451521251404746613"";""nh"";""kr"";""100.71.132.106"""
"22129;""2018-06-26 17:05:00"";""구정자"";""15535442521825154842"";""sc"";""kr"";""100.73.132.8"""
"22130;""2018-06-26 17:05:00"";""고선미"";""31405164303483540624"";""jeju"";""kr"";""100.75.211.127"""
"22131;""2018-06-26 17:05:00"";""백하준"";""86882738366108818662"";""jeju"";""kr"";""100.76.201.65"""
"22132;""2018-06-26 17:05:00"";""권민국"";""56468017621670810548"";""citi"";""kr"";""100.76.40.139"""
"22133;""2018-06-26 17:05:00"";""소승호"";""67863414014514483187"";""gyungnam"";""kr"";""100.77.39.78"""
"22134;""2018-06-26 17:05:00"";""한규리"";""50464614140131355487"";""busan"";""kr"";""100.78.192.43"""
"22135;""2018-06-26 17:05:00"";""채태연"";""17270751317132414027"";""sc"";""kr"";""100.79.118.232"""
"22136;""2018-06-26 17:05:00"";""방마루"";""47725680737211556005"";""woori"";""kr"";""100.8.190.212"""
"22137;""2018-06-26 17:05:00"";""송준오"";""72215838036226577145"";""gwangju"";""kr"";""100.82.50.6"""
"22138;""2018-06-26 17:05:00"";""김호석"";""43430203624260245028"";""gyungnam"";""kr"";""100.84.220.94"""
"22139;""2018-06-26 17:05:00"";""남궁지민"";""40148817600183711385"";""nh"";""kr"";""100.85.135.121"""
"22140;""2018-06-26 17:05:00"";""추규연"";""34010266114486422417"";""sc"";""kr"";""100.85.40.150"""
"22141;""2018-06-26 17:05:00"";""방태오"";""25251680422162122523"";""jeju"";""kr"";""100.85.70.236"""
"22142;""2018-06-26 17:05:00"";""원자철"";""27686660135442335787"";""daegu"";""kr"";""100.87.18.84"""
"22143;""2018-06-26 17:05:00"";""문예지"";""15186300478726825716"";""sc"";""kr"";""100.87.23.146"""
"22144;""2018-06-26 17:05:00"";""강영주"";""72215445267674758616"";""kookmin"";""kr"";""100.88.114.64"""
"22145;""2018-06-26 17:05:00"";""구중수"";""86542426551031647327"";""jeonbuk"";""kr"";""100.9.6.83"""
"22146;""2018-06-26 17:05:00"";""하유라"";""71642350310844055615"";""woori"";""kr"";""100.95.97.211"""
"22147;""2018-06-26 17:05:00"";""최그림"";""73254642545747851132"";""jeonbuk"";""kr"";""100.97.162.166"""
"22148;""2018-06-26 17:05:00"";""이태오"";""85643650300188354322"";""gyungnam"";""kr"";""100.97.37.60"""
"22149;""2018-06-26 17:05:00"";""주백수"";""50745484688521485338"";""woori"";""kr"";""100.98.240.75"""
"22150;""2018-06-26 17:05:00"";""강규헌"";""88580144180102340000"";""kookmin"";""kr"";""100.98.39.108"""
"22151;""2018-06-26 17:05:00"";""강차오름"";""57704364705421514171"";""gyungnam"";""kr"";""101.100.108.124"""
"22152;""2018-06-26 17:05:00"";""한별찬"";""36474503384288560571"";""jeju"";""kr"";""101.101.70.32"""
"22153;""2018-06-26 17:05:00"";""진은규"";""73261582158532474632"";""citi"";""kr"";""101.102.172.142"""
"22154;""2018-06-26 17:05:00"";""기채아"";""45286634180478755550"";""nh"";""kr"";""101.102.9.222"""
"22155;""2018-06-26 17:05:00"";""권영주"";""70373005670142173578"";""daegu"";""kr"";""101.103.108.120"""
"22156;""2018-06-26 17:05:00"";""백남혁"";""87412163180741378812"";""ibk"";""kr"";""101.103.52.234"""
"22157;""2018-06-26 17:05:00"";""탁재연"";""77586132424822270072"";""kookmin"";""kr"";""101.104.163.181"""
"22158;""2018-06-26 17:05:00"";""나태희"";""55051735208481434718"";""jeju"";""kr"";""101.105.229.17"""
"22159;""2018-06-26 17:05:00"";""고수진"";""51727520360025878485"";""ibk"";""kr"";""101.106.253.158"""
"22160;""2018-06-26 17:05:00"";""소연지"";""48762107425713520120"";""daegu"";""kr"";""101.111.205.158"""
"22161;""2018-06-26 17:05:00"";""성보정"";""87713673348632663460"";""citi"";""kr"";""101.112.228.90"""
"22162;""2018-06-26 17:05:00"";""심예리"";""28650575176828310655"";""nh"";""kr"";""101.112.82.41"""
"22163;""2018-06-26 17:05:00"";""홍은하수"";""75042527100666553060"";""gyungnam"";""kr"";""101.117.144.40"""
"22164;""2018-06-26 17:05:00"";""진세호"";""52641410200241841034"";""jeju"";""kr"";""101.119.183.203"""
"22165;""2018-06-26 17:05:00"";""홍훈"";""80877068363031625524"";""sc"";""kr"";""101.119.187.65"""
"22166;""2018-06-26 17:05:00"";""원윤옥"";""62288816010017003722"";""sc"";""kr"";""101.119.249.234"""
"22167;""2018-06-26 17:05:00"";""진정순"";""70431272608638404886"";""nh"";""kr"";""101.119.34.251"""
"22168;""2018-06-26 17:05:00"";""주성소"";""38882752668118636527"";""kookmin"";""kr"";""101.12.76.18"""
"22169;""2018-06-26 17:05:00"";""문희정"";""78276113124123720781"";""daegu"";""kr"";""101.122.177.171"""
"22170;""2018-06-26 17:05:00"";""채윤정"";""77462540818426617075"";""daegu"";""kr"";""101.122.242.31"""
"22171;""2018-06-26 17:05:00"";""성회창"";""28276270314588442835"";""gyungnam"";""kr"";""101.128.153.83"""
"22172;""2018-06-26 17:05:00"";""서노을"";""24307446654473032475"";""shinhan"";""kr"";""101.128.161.134"""
"22173;""2018-06-26 17:05:00"";""백주성"";""45053338234203842165"";""daegu"";""kr"";""101.13.156.46"""
"22174;""2018-06-26 17:05:00"";""한서현"";""21278502343064437318"";""daegu"";""kr"";""101.131.230.118"""
"22175;""2018-06-26 17:05:00"";""나유희"";""78000785236653322836"";""gwangju"";""kr"";""101.135.170.49"""
"22176;""2018-06-26 17:05:00"";""주정준"";""18742504273170074178"";""busan"";""kr"";""101.136.122.210"""
"22177;""2018-06-26 17:05:00"";""백종흠"";""47305477308542843555"";""gyungnam"";""kr"";""101.138.246.136"""
"22178;""2018-06-26 17:05:00"";""강예찬"";""34083381870511428848"";""woori"";""kr"";""101.138.39.110"""
"22179;""2018-06-26 17:05:00"";""권석준"";""27057247647687264505"";""gyungnam"";""kr"";""101.143.171.17"""
"22180;""2018-06-26 17:05:00"";""홍완섭"";""62412272103140138186"";""woori"";""kr"";""101.143.63.101"""
"22181;""2018-06-26 17:05:00"";""성춘화"";""82041284660711142378"";""busan"";""kr"";""101.146.169.182"""
"22182;""2018-06-26 17:05:00"";""조은혜"";""68107651476865881380"";""nh"";""kr"";""101.146.58.172"""
"22183;""2018-06-26 17:05:00"";""원호성"";""61536835404606144488"";""ibk"";""kr"";""101.147.110.138"""
"22184;""2018-06-26 17:05:00"";""강윤재"";""50004737873610704858"";""kookmin"";""kr"";""101.147.95.62"""
"22185;""2018-06-26 17:05:00"";""강승현"";""14712624525824231184"";""daegu"";""kr"";""101.148.47.28"""
"22186;""2018-06-26 17:05:00"";""장달빛"";""42681067555817504161"";""jeju"";""kr"";""101.150.151.196"""
"22187;""2018-06-26 17:05:00"";""진민"";""14348877041531676288"";""sc"";""kr"";""101.155.227.31"""
"22188;""2018-06-26 17:05:00"";""원지민"";""50308341604801854703"";""nh"";""kr"";""101.16.201.121"""
"22189;""2018-06-26 17:05:00"";""박명박"";""72603128387273756234"";""citi"";""kr"";""101.16.82.247"""
"22190;""2018-06-26 17:05:00"";""심시원"";""40045633060841542853"";""kookmin"";""kr"";""101.161.137.49"""
"22191;""2018-06-26 17:05:00"";""나미정"";""14474815171342026014"";""daegu"";""kr"";""101.163.124.169"""
"22192;""2018-06-26 17:05:00"";""기홍빈"";""45850868158057321645"";""ibk"";""kr"";""101.167.36.189"""
"22193;""2018-06-26 17:05:00"";""장새벽"";""65561740258832325702"";""jeonbuk"";""kr"";""101.168.226.83"""
"22194;""2018-06-26 17:05:00"";""추수혁"";""33603132231635064804"";""gyungnam"";""kr"";""101.17.112.207"""
"22195;""2018-06-26 17:05:00"";""이숭겸"";""14512178374563574854"";""sc"";""kr"";""101.170.247.242"""
"22196;""2018-06-26 17:05:00"";""고윤도"";""87708741785818712158"";""jeonbuk"";""kr"";""101.171.251.242"""
"22197;""2018-06-26 17:05:00"";""남선규"";""72865618830050517843"";""gyungnam"";""kr"";""101.171.55.98"""
"22198;""2018-06-26 17:05:00"";""홍현우"";""80178863152264170065"";""jeonbuk"";""kr"";""101.172.11.235"""
"22199;""2018-06-26 17:05:00"";""성은정"";""50565711355404341626"";""gwangju"";""kr"";""101.174.207.116"""
"22200;""2018-06-26 17:05:00"";""남궁해련"";""30168400271322448687"";""ibk"";""kr"";""101.174.229.179"""
"22201;""2018-06-26 17:05:00"";""방혜연"";""85848451388350315246"";""jeju"";""kr"";""101.177.213.172"""
"22202;""2018-06-26 17:05:00"";""권정미"";""55362313438715760630"";""nh"";""kr"";""101.178.224.198"""
"22203;""2018-06-26 17:05:00"";""채서준"";""87644671308537206131"";""ibk"";""kr"";""101.180.28.96"""
"22204;""2018-06-26 17:05:00"";""기승아"";""78632506266324247183"";""kookmin"";""kr"";""101.181.194.250"""
"22205;""2018-06-26 17:05:00"";""남궁재인"";""73266667421744181424"";""daegu"";""kr"";""101.182.34.226"""
"22206;""2018-06-26 17:05:00"";""방하민"";""68587438640776112147"";""gyungnam"";""kr"";""101.183.245.116"""
"22207;""2018-06-26 17:05:00"";""심민철"";""24824521471107224761"";""sc"";""kr"";""101.184.31.153"""
"22208;""2018-06-26 17:05:00"";""진서준"";""70858584051245475650"";""shinhan"";""kr"";""101.188.111.71"""
"22209;""2018-06-26 17:05:00"";""심민율"";""16244676304813732755"";""sc"";""kr"";""101.189.11.82"""
"22210;""2018-06-26 17:05:00"";""성지훈"";""27384440201567257334"";""citi"";""kr"";""101.190.142.224"""
"22211;""2018-06-26 17:05:00"";""진경주"";""85024244200772613710"";""daegu"";""kr"";""101.196.18.210"""
"22212;""2018-06-26 17:05:00"";""구사랑"";""25846714881303174771"";""shinhan"";""kr"";""101.196.59.126"""
"22213;""2018-06-26 17:05:00"";""장진혁"";""38075506580472547774"";""busan"";""kr"";""101.196.92.210"""
"22214;""2018-06-26 17:05:00"";""이희경"";""88818233686585461720"";""woori"";""kr"";""101.197.134.236"""
"22215;""2018-06-26 17:05:00"";""추창원"";""45857726560842703040"";""ibk"";""kr"";""101.199.38.121"""
"22216;""2018-06-26 17:05:00"";""홍은민"";""63621222703854702003"";""gyungnam"";""kr"";""101.20.133.12"""
"22217;""2018-06-26 17:05:00"";""소은준"";""66201863460363663360"";""busan"";""kr"";""101.20.145.115"""
"22218;""2018-06-26 17:05:00"";""강상주"";""14552164428166357264"";""citi"";""kr"";""101.201.7.134"""
"22219;""2018-06-26 17:05:00"";""원진규"";""44665366504252706083"";""kookmin"";""kr"";""101.202.210.96"""
"22220;""2018-06-26 17:05:00"";""이영아"";""47445055150051075122"";""jeju"";""kr"";""101.205.204.172"""
"22221;""2018-06-26 17:05:00"";""강현민"";""75646002558225105751"";""kookmin"";""kr"";""101.21.159.76"""
"22222;""2018-06-26 17:05:00"";""정주경"";""73758226367325774703"";""gyungnam"";""kr"";""101.212.36.30"""
"22223;""2018-06-26 17:05:00"";""하신애"";""37267841261703125177"";""sc"";""kr"";""101.218.163.188"""
"22224;""2018-06-26 17:05:00"";""나승탁"";""41147543553518674767"";""jeju"";""kr"";""101.219.47.43"""
"22225;""2018-06-26 17:05:00"";""장정미"";""76715702780613416012"";""jeonbuk"";""kr"";""101.220.251.238"""
"22226;""2018-06-26 17:05:00"";""진동춘"";""25785448876606558442"";""sc"";""kr"";""101.223.252.166"""
"22227;""2018-06-26 17:05:00"";""서솔잎"";""33365468252207860432"";""jeju"";""kr"";""101.224.72.183"""
"22228;""2018-06-26 17:05:00"";""홍연희"";""83471346663532611083"";""ibk"";""kr"";""101.226.168.44"""
"22229;""2018-06-26 17:05:00"";""문대훈"";""25302742428463084574"";""sc"";""kr"";""101.227.247.185"""
"22230;""2018-06-26 17:05:00"";""진용상"";""87226112102685435438"";""ibk"";""kr"";""101.230.180.84"""
"22231;""2018-06-26 17:05:00"";""박영길"";""24331380608665030448"";""shinhan"";""kr"";""101.231.195.156"""
"22232;""2018-06-26 17:05:00"";""성문희"";""11266338653888466712"";""gyungnam"";""kr"";""101.233.33.212"""
"22233;""2018-06-26 17:05:00"";""심전희"";""10455477108336850816"";""jeonbuk"";""kr"";""101.236.78.150"""
"22234;""2018-06-26 17:05:00"";""권소희"";""75873045517244254841"";""daegu"";""kr"";""101.236.81.187"""
"22235;""2018-06-26 17:05:00"";""방우석"";""44807186678182864618"";""woori"";""kr"";""101.237.47.40"""
"22236;""2018-06-26 17:05:00"";""송윤형"";""21705043378328752518"";""kookmin"";""kr"";""101.242.114.59"""
"22237;""2018-06-26 17:05:00"";""한효식"";""16241384037774575286"";""shinhan"";""kr"";""101.245.114.74"""
"22238;""2018-06-26 17:05:00"";""한희연"";""26313685727861746082"";""nh"";""kr"";""101.245.133.179"""
"22239;""2018-06-26 17:05:00"";""성백기"";""50888807358624064456"";""jeonbuk"";""kr"";""101.245.95.4"""
"22240;""2018-06-26 17:05:00"";""진현정"";""45121874077226104537"";""sc"";""kr"";""101.246.177.74"""
"22241;""2018-06-26 17:05:00"";""최형미"";""47121571372422638654"";""citi"";""kr"";""101.247.113.92"""
"22242;""2018-06-26 17:05:00"";""강예리"";""10872128358222678566"";""jeju"";""kr"";""101.248.193.134"""
"22243;""2018-06-26 17:05:00"";""권유민"";""88530767704534485145"";""shinhan"";""kr"";""101.248.232.71"""
